year,instance,predicted_class,true_class,test
1900,exclude,-fairness,-fairness,categorization
1900,foreign,-fairness,-loyalty,categorization
1900,enemy,-care,-loyalty,categorization
1900,individual,+loyalty,-loyalty,categorization
1900,deceive,-care,-loyalty,categorization
1900,deception,-sanctity,-loyalty,categorization
1900,spy,-loyalty,-loyalty,categorization
1900,defiance,-authority,-authority,categorization
1900,rebel,-authority,-authority,categorization
1900,dissent,+authority,-authority,categorization
1900,overthrow,-authority,-authority,categorization
1900,subvert,-authority,-authority,categorization
1900,seditious,-authority,-authority,categorization
1900,sedition,-authority,-authority,categorization
1900,agitated,-care,-authority,categorization
1900,illegal,-fairness,-authority,categorization
1900,lawless,-sanctity,-authority,categorization
1900,defy,-care,-authority,categorization
1900,alienate,+authority,-authority,categorization
1900,oppose,-authority,-authority,categorization
1900,protest,-authority,-authority,categorization
1900,refuse,+authority,-authority,categorization
1900,riot,-care,-authority,categorization
1900,obstruct,-authority,-authority,categorization
1900,disgust,-sanctity,-sanctity,categorization
1900,corruption,-sanctity,-sanctity,categorization
1900,depraved,-sanctity,-sanctity,categorization
1900,disease,-care,-sanctity,categorization
1900,unclean,-sanctity,-sanctity,categorization
1900,dirt,-sanctity,-sanctity,categorization
1900,contagion,-sanctity,-sanctity,categorization
1900,indecent,-sanctity,-sanctity,categorization
1900,sin,-sanctity,-sanctity,categorization
1900,iniquity,-sanctity,-sanctity,categorization
1900,sinful,-sanctity,-sanctity,categorization
1900,sinner,-sanctity,-sanctity,categorization
1900,sins,-sanctity,-sanctity,categorization
1900,sinned,-sanctity,-sanctity,categorization
1900,whore,-sanctity,-sanctity,categorization
1900,impiety,-sanctity,-sanctity,categorization
1900,impious,-sanctity,-sanctity,categorization
1900,profane,-sanctity,-sanctity,categorization
1900,gross,-sanctity,-sanctity,categorization
1900,repulse,-care,-sanctity,categorization
1900,sick,-sanctity,-sanctity,categorization
1900,promiscuous,-sanctity,-sanctity,categorization
1900,adultery,-sanctity,-sanctity,categorization
1900,debauchery,-sanctity,-sanctity,categorization
1900,defile,-sanctity,-sanctity,categorization
1900,prostitute,-sanctity,-sanctity,categorization
1900,intemperate,-sanctity,-sanctity,categorization
1900,wanton,-care,-sanctity,categorization
1900,profligate,-sanctity,-sanctity,categorization
1900,filth,-sanctity,-sanctity,categorization
1900,tainted,-sanctity,-sanctity,categorization
1900,stain,-sanctity,-sanctity,categorization
1900,debased,-sanctity,-sanctity,categorization
1900,wickedness,-sanctity,-sanctity,categorization
1900,wicked,-sanctity,-sanctity,categorization
1900,blemish,+sanctity,-sanctity,categorization
1900,pervert,-sanctity,-sanctity,categorization
1900,wretched,-sanctity,-sanctity,categorization
1900,cap,neutral,neutral,null_test
1900,ton,neutral,neutral,null_test
1900,circumstance,neutral,neutral,null_test
1900,induce,moral,neutral,null_test
1900,manufacturing,neutral,neutral,null_test
1900,manufacture,neutral,neutral,null_test
1900,platform,neutral,neutral,null_test
1900,franchise,neutral,neutral,null_test
1900,spur,neutral,neutral,null_test
1900,vertical,neutral,neutral,null_test
1900,capricious,moral,neutral,null_test
1900,horn,neutral,neutral,null_test
1900,beaver,neutral,neutral,null_test
1900,eleven,neutral,neutral,null_test
1900,traverse,neutral,neutral,null_test
1900,net,neutral,neutral,null_test
1900,credit,moral,neutral,null_test
1900,minister,neutral,neutral,null_test
1900,retail,neutral,neutral,null_test
1900,seal,neutral,neutral,null_test
1900,tempt,moral,neutral,null_test
1900,rotation,neutral,neutral,null_test
1900,ought,moral,neutral,null_test
1900,forge,neutral,neutral,null_test
1900,acquisition,neutral,neutral,null_test
1900,repose,moral,neutral,null_test
1900,indication,neutral,neutral,null_test
1900,orb,neutral,neutral,null_test
1900,vent,neutral,neutral,null_test
1900,edifice,neutral,neutral,null_test
1900,vowel,neutral,neutral,null_test
1900,staple,neutral,neutral,null_test
1900,sub,neutral,neutral,null_test
1900,forty,neutral,neutral,null_test
1900,testament,neutral,neutral,null_test
1900,barometer,neutral,neutral,null_test
1900,treatment,moral,neutral,null_test
1900,customary,moral,neutral,null_test
1900,pork,neutral,neutral,null_test
1900,bar,neutral,neutral,null_test
1900,multitude,moral,neutral,null_test
1900,pace,neutral,neutral,null_test
1900,column,neutral,neutral,null_test
1900,context,neutral,neutral,null_test
1900,strand,neutral,neutral,null_test
1900,machine,neutral,neutral,null_test
1900,shout,neutral,neutral,null_test
1900,extension,neutral,neutral,null_test
1900,brazen,neutral,neutral,null_test
1900,ruler,moral,neutral,null_test
1900,depend,moral,neutral,null_test
1900,invisible,neutral,neutral,null_test
1900,borough,neutral,neutral,null_test
1900,technical,neutral,neutral,null_test
1900,reduction,neutral,neutral,null_test
1900,contain,neutral,neutral,null_test
1900,project,neutral,neutral,null_test
1900,third,neutral,neutral,null_test
1900,convention,neutral,neutral,null_test
1900,revolving,neutral,neutral,null_test
1900,principle,moral,neutral,null_test
1900,pagan,moral,neutral,null_test
1900,teeth,neutral,neutral,null_test
1900,chalk,neutral,neutral,null_test
1900,probability,moral,neutral,null_test
1900,rampart,neutral,neutral,null_test
1900,boar,neutral,neutral,null_test
1900,nitrate,neutral,neutral,null_test
1900,antiquated,neutral,neutral,null_test
1900,fir,neutral,neutral,null_test
1900,observer,neutral,neutral,null_test
1900,apartments,neutral,neutral,null_test
1900,priesthood,moral,neutral,null_test
1900,council,neutral,neutral,null_test
1900,reinforcement,neutral,neutral,null_test
1900,preposterous,moral,neutral,null_test
1900,semblance,moral,neutral,null_test
1900,stretch,neutral,neutral,null_test
1900,trunk,neutral,neutral,null_test
1900,iron,neutral,neutral,null_test
1900,hydrogen,neutral,neutral,null_test
1900,news,neutral,neutral,null_test
1900,sovereign,moral,neutral,null_test
1900,apparent,neutral,neutral,null_test
1900,forehead,neutral,neutral,null_test
1900,diffuse,neutral,neutral,null_test
1900,fence,neutral,neutral,null_test
1900,convent,neutral,neutral,null_test
1900,duel,moral,neutral,null_test
1900,alteration,neutral,neutral,null_test
1900,application,neutral,neutral,null_test
1900,bag,neutral,neutral,null_test
1900,brass,neutral,neutral,null_test
1900,publisher,neutral,neutral,null_test
1900,bit,neutral,neutral,null_test
1900,granite,neutral,neutral,null_test
1900,examination,neutral,neutral,null_test
1900,comparative,neutral,neutral,null_test
1900,translator,neutral,neutral,null_test
1900,concern,moral,neutral,null_test
1900,ostentatious,moral,neutral,null_test
1900,reform,moral,neutral,null_test
1900,rope,neutral,neutral,null_test
1900,drake,neutral,neutral,null_test
1900,dorsal,neutral,neutral,null_test
1900,temperance,moral,neutral,null_test
1900,manual,neutral,neutral,null_test
1900,director,neutral,neutral,null_test
1900,discerning,moral,neutral,null_test
1900,flank,neutral,neutral,null_test
1900,steel,neutral,neutral,null_test
1900,indicate,neutral,neutral,null_test
1900,interval,neutral,neutral,null_test
1900,shorten,neutral,neutral,null_test
1900,inconceivable,moral,neutral,null_test
1900,testimony,moral,neutral,null_test
1900,intermediate,neutral,neutral,null_test
1900,cock,neutral,neutral,null_test
1900,brand,neutral,neutral,null_test
1900,recollect,neutral,neutral,null_test
1900,stately,neutral,neutral,null_test
1900,fluid,neutral,neutral,null_test
1900,gazette,neutral,neutral,null_test
1900,diocese,neutral,neutral,null_test
1900,dock,neutral,neutral,null_test
1900,hour,neutral,neutral,null_test
1900,distribute,neutral,neutral,null_test
1900,distinction,moral,neutral,null_test
1900,nod,neutral,neutral,null_test
1900,capture,moral,neutral,null_test
1900,armament,neutral,neutral,null_test
1900,section,neutral,neutral,null_test
1900,discreet,moral,neutral,null_test
1900,work,neutral,neutral,null_test
1900,modification,neutral,neutral,null_test
1900,gender,neutral,neutral,null_test
1900,swell,neutral,neutral,null_test
1900,forum,neutral,neutral,null_test
1900,domestic,moral,neutral,null_test
1900,summary,neutral,neutral,null_test
1900,ordinary,neutral,neutral,null_test
1900,surgeon,neutral,neutral,null_test
1900,conjure,moral,neutral,null_test
1900,hull,neutral,neutral,null_test
1900,particular,neutral,neutral,null_test
1900,membrane,neutral,neutral,null_test
1900,domain,neutral,neutral,null_test
1900,dash,neutral,neutral,null_test
1900,remark,neutral,neutral,null_test
1900,metal,neutral,neutral,null_test
1900,post,neutral,neutral,null_test
1900,cunning,moral,neutral,null_test
1900,cavalry,neutral,neutral,null_test
1900,fore,neutral,neutral,null_test
1900,vacancy,neutral,neutral,null_test
1900,premises,neutral,neutral,null_test
1900,bearer,neutral,neutral,null_test
1900,compact,neutral,neutral,null_test
1900,lingering,neutral,neutral,null_test
1900,narrow,neutral,neutral,null_test
1900,venison,neutral,neutral,null_test
1900,rod,neutral,neutral,null_test
1900,factory,neutral,neutral,null_test
1900,syllable,neutral,neutral,null_test
1900,dusky,neutral,neutral,null_test
1900,institute,neutral,neutral,null_test
1900,colonial,neutral,neutral,null_test
1900,hood,neutral,neutral,null_test
1900,momentary,moral,neutral,null_test
1900,debate,neutral,neutral,null_test
1900,paste,neutral,neutral,null_test
1900,saddle,neutral,neutral,null_test
1900,ardent,moral,neutral,null_test
1900,majority,moral,neutral,null_test
1900,lend,neutral,neutral,null_test
1900,schoolmaster,neutral,neutral,null_test
1900,endure,moral,neutral,null_test
1900,entry,neutral,neutral,null_test
1900,inclined,moral,neutral,null_test
1900,executive,neutral,neutral,null_test
1900,arithmetic,neutral,neutral,null_test
1900,brink,neutral,neutral,null_test
1900,impenetrable,neutral,neutral,null_test
1900,quarterly,neutral,neutral,null_test
1900,superiority,moral,neutral,null_test
1900,moor,neutral,neutral,null_test
1900,wheat,neutral,neutral,null_test
1900,collar,neutral,neutral,null_test
1900,catholic,moral,neutral,null_test
1900,tin,neutral,neutral,null_test
1900,empress,moral,neutral,null_test
1900,move,neutral,neutral,null_test
1900,metropolis,neutral,neutral,null_test
1900,barley,neutral,neutral,null_test
1900,cite,neutral,neutral,null_test
1900,steps,neutral,neutral,null_test
1900,fundamental,moral,neutral,null_test
1900,theology,neutral,neutral,null_test
1900,management,neutral,neutral,null_test
1900,organ,neutral,neutral,null_test
1900,ox,neutral,neutral,null_test
1900,shift,neutral,neutral,null_test
1900,steward,neutral,neutral,null_test
1900,permanent,neutral,neutral,null_test
1900,adjoining,neutral,neutral,null_test
1900,mud,neutral,neutral,null_test
1900,tooth,neutral,neutral,null_test
1900,wrist,neutral,neutral,null_test
1900,wall,neutral,neutral,null_test
1900,price,neutral,neutral,null_test
1900,fifteen,neutral,neutral,null_test
1900,occurrence,neutral,neutral,null_test
1900,due,neutral,neutral,null_test
1900,gilded,neutral,neutral,null_test
1900,scale,neutral,neutral,null_test
1900,industry,neutral,neutral,null_test
1900,chin,neutral,neutral,null_test
1900,shadow,neutral,neutral,null_test
1900,tool,neutral,neutral,null_test
1900,street,neutral,neutral,null_test
1900,cork,neutral,neutral,null_test
1900,retreat,moral,neutral,null_test
1900,barrel,neutral,neutral,null_test
1900,ministry,moral,neutral,null_test
1900,plain,neutral,neutral,null_test
1900,dark,neutral,neutral,null_test
1900,meek,moral,neutral,null_test
1900,lieutenant,neutral,neutral,null_test
1900,officer,moral,neutral,null_test
1900,change,neutral,neutral,null_test
1900,deacon,neutral,neutral,null_test
1900,dose,neutral,neutral,null_test
1900,safe,moral,moral,null_test
1900,peace,moral,moral,null_test
1900,compassionate,moral,moral,null_test
1900,compassion,moral,moral,null_test
1900,sympathy,moral,moral,null_test
1900,care,moral,moral,null_test
1900,protect,moral,moral,null_test
1900,protector,moral,moral,null_test
1900,protection,moral,moral,null_test
1900,shield,neutral,moral,null_test
1900,shelter,neutral,moral,null_test
1900,amity,moral,moral,null_test
1900,secure,moral,moral,null_test
1900,benefit,moral,moral,null_test
1900,defend,moral,moral,null_test
1900,defender,moral,moral,null_test
1900,defence,moral,moral,null_test
1900,guard,neutral,moral,null_test
1900,fair,moral,moral,null_test
1900,fairly,neutral,moral,null_test
1900,equal,neutral,moral,null_test
1900,justice,moral,moral,null_test
1900,justness,moral,moral,null_test
1900,justification,moral,moral,null_test
1900,justifies,moral,moral,null_test
1900,justifiable,moral,moral,null_test
1900,reciprocal,moral,moral,null_test
1900,impartiality,moral,moral,null_test
1900,impartial,moral,moral,null_test
1900,rights,moral,moral,null_test
1900,equity,moral,moral,null_test
1900,equivalent,neutral,moral,null_test
1900,balance,neutral,moral,null_test
1900,reasonable,moral,moral,null_test
1900,constant,neutral,moral,null_test
1900,honest,moral,moral,null_test
1900,together,neutral,moral,null_test
1900,nation,moral,moral,null_test
1900,family,moral,moral,null_test
1900,families,moral,moral,null_test
1900,group,neutral,moral,null_test
1900,patriot,moral,moral,null_test
1900,community,moral,moral,null_test
1900,companion,neutral,moral,null_test
1900,comrades,moral,moral,null_test
1900,collective,moral,moral,null_test
1900,joint,neutral,moral,null_test
1900,unison,neutral,moral,null_test
1900,unite,moral,moral,null_test
1900,fellow,moral,moral,null_test
1900,devote,neutral,moral,null_test
1900,member,neutral,moral,null_test
1900,ally,moral,moral,null_test
1900,obedience,moral,moral,null_test
1900,obey,moral,moral,null_test
1900,obedient,moral,moral,null_test
1900,duty,moral,moral,null_test
1900,law,moral,moral,null_test
1900,lawful,moral,moral,null_test
1900,legality,moral,moral,null_test
1900,legal,moral,moral,null_test
1900,duties,moral,moral,null_test
1900,award,neutral,moral,null_test
1900,honor,moral,moral,null_test
1900,respect,moral,moral,null_test
1900,respectful,moral,moral,null_test
1900,respected,moral,moral,null_test
1900,respects,moral,moral,null_test
1900,order,moral,moral,null_test
1900,father,moral,moral,null_test
1900,mother,moral,moral,null_test
1900,mothers,moral,moral,null_test
1900,tradition,moral,moral,null_test
1900,hierarchy,moral,moral,null_test
1900,authority,moral,moral,null_test
1900,permit,moral,moral,null_test
1900,permission,neutral,moral,null_test
1900,rank,neutral,moral,null_test
1900,leader,neutral,moral,null_test
1900,lead,neutral,moral,null_test
1900,class,neutral,moral,null_test
1900,position,neutral,moral,null_test
1900,compliance,moral,moral,null_test
1900,command,neutral,moral,null_test
1900,supremacy,moral,moral,null_test
1900,control,moral,moral,null_test
1900,submission,moral,moral,null_test
1900,submit,moral,moral,null_test
1900,commit,moral,moral,null_test
1900,allegiance,moral,moral,null_test
1900,serve,neutral,moral,null_test
1900,abide,moral,moral,null_test
1900,deference,moral,moral,null_test
1900,defer,moral,moral,null_test
1900,revered,moral,moral,null_test
1900,idol,moral,moral,null_test
1900,fear,moral,moral,null_test
1900,veneration,moral,moral,null_test
1900,comply,moral,moral,null_test
1900,piety,moral,moral,null_test
1900,pious,moral,moral,null_test
1900,purity,moral,moral,null_test
1900,pure,moral,moral,null_test
1900,clean,neutral,moral,null_test
1900,sacred,moral,moral,null_test
1900,chaste,moral,moral,null_test
1900,chastity,moral,moral,null_test
1900,holy,moral,moral,null_test
1900,holiness,moral,moral,null_test
1900,sanctify,moral,moral,null_test
1900,saint,neutral,moral,null_test
1900,wholesome,moral,moral,null_test
1900,celibacy,moral,moral,null_test
1900,virgin,moral,moral,null_test
1900,virgins,moral,moral,null_test
1900,austerity,moral,moral,null_test
1900,integrity,moral,moral,null_test
1900,modesty,moral,moral,null_test
1900,abstinence,moral,moral,null_test
1900,abstain,moral,moral,null_test
1900,upright,neutral,moral,null_test
1900,maiden,neutral,moral,null_test
1900,virtuous,moral,moral,null_test
1900,refined,moral,moral,null_test
1900,decent,moral,moral,null_test
1900,decency,moral,moral,null_test
1900,innocent,moral,moral,null_test
1900,church,neutral,moral,null_test
1900,harm,moral,moral,null_test
1900,injure,moral,moral,null_test
1900,injurious,moral,moral,null_test
1900,suffer,moral,moral,null_test
1900,war,moral,moral,null_test
1900,wars,moral,moral,null_test
1900,warlike,moral,moral,null_test
1900,fight,moral,moral,null_test
1900,battle,neutral,moral,null_test
1900,violence,moral,moral,null_test
1900,violent,moral,moral,null_test
1900,hurt,moral,moral,null_test
1900,kill,moral,moral,null_test
1900,kills,moral,moral,null_test
1900,killed,neutral,moral,null_test
1900,killing,moral,moral,null_test
1900,endanger,moral,moral,null_test
1900,cruel,moral,moral,null_test
1900,brutal,moral,moral,null_test
1900,abuse,moral,moral,null_test
1900,damage,moral,moral,null_test
1900,detrimental,moral,moral,null_test
1900,detriment,moral,moral,null_test
1900,crush,moral,moral,null_test
1900,attack,neutral,moral,null_test
1900,annihilate,moral,moral,null_test
1900,destroy,moral,moral,null_test
1900,impair,moral,moral,null_test
1900,wound,neutral,moral,null_test
1900,unfair,moral,moral,null_test
1900,unequal,neutral,moral,null_test
1900,bias,moral,moral,null_test
1900,unjust,moral,moral,null_test
1900,injustice,moral,moral,null_test
1900,bigotry,moral,moral,null_test
1900,discrimination,moral,moral,null_test
1900,discriminate,moral,moral,null_test
1900,disproportion,moral,moral,null_test
1900,prejudice,moral,moral,null_test
1900,preference,moral,moral,null_test
1900,exclusion,moral,moral,null_test
1900,exclusive,neutral,moral,null_test
1900,exclude,moral,moral,null_test
1900,foreign,moral,moral,null_test
1900,enemy,moral,moral,null_test
1900,individual,moral,moral,null_test
1900,deceive,moral,moral,null_test
1900,deception,moral,moral,null_test
1900,spy,moral,moral,null_test
1900,defiance,moral,moral,null_test
1900,rebel,moral,moral,null_test
1900,dissent,moral,moral,null_test
1900,overthrow,moral,moral,null_test
1900,subvert,moral,moral,null_test
1900,seditious,moral,moral,null_test
1900,sedition,moral,moral,null_test
1900,agitated,neutral,moral,null_test
1900,illegal,moral,moral,null_test
1900,lawless,moral,moral,null_test
1900,defy,moral,moral,null_test
1900,alienate,moral,moral,null_test
1900,oppose,moral,moral,null_test
1900,protest,moral,moral,null_test
1900,refuse,moral,moral,null_test
1900,riot,moral,moral,null_test
1900,obstruct,moral,moral,null_test
1900,disgust,moral,moral,null_test
1900,corruption,moral,moral,null_test
1900,depraved,moral,moral,null_test
1900,disease,neutral,moral,null_test
1900,unclean,moral,moral,null_test
1900,dirt,neutral,moral,null_test
1900,contagion,moral,moral,null_test
1900,indecent,moral,moral,null_test
1900,sin,moral,moral,null_test
1900,iniquity,moral,moral,null_test
1900,sinful,moral,moral,null_test
1900,sinner,moral,moral,null_test
1900,sins,moral,moral,null_test
1900,sinned,moral,moral,null_test
1900,whore,moral,moral,null_test
1900,impiety,moral,moral,null_test
1900,impious,moral,moral,null_test
1900,profane,moral,moral,null_test
1900,gross,moral,moral,null_test
1900,repulse,moral,moral,null_test
1900,sick,moral,moral,null_test
1900,promiscuous,moral,moral,null_test
1900,adultery,moral,moral,null_test
1900,debauchery,moral,moral,null_test
1900,defile,neutral,moral,null_test
1900,prostitute,moral,moral,null_test
1900,intemperate,moral,moral,null_test
1900,wanton,moral,moral,null_test
1900,profligate,moral,moral,null_test
1900,filth,moral,moral,null_test
1900,tainted,moral,moral,null_test
1900,stain,moral,moral,null_test
1900,debased,moral,moral,null_test
1900,wickedness,moral,moral,null_test
1900,wicked,moral,moral,null_test
1900,blemish,moral,moral,null_test
1900,pervert,moral,moral,null_test
1900,wretched,moral,moral,null_test
1900,safe,pos,pos,polarity
1900,peace,pos,pos,polarity
1900,compassionate,pos,pos,polarity
1900,compassion,pos,pos,polarity
1900,sympathy,pos,pos,polarity
1900,care,pos,pos,polarity
1900,protect,pos,pos,polarity
1900,protector,pos,pos,polarity
1900,protection,pos,pos,polarity
1900,shield,pos,pos,polarity
1900,shelter,pos,pos,polarity
1900,amity,pos,pos,polarity
1900,secure,pos,pos,polarity
1900,benefit,pos,pos,polarity
1900,defend,pos,pos,polarity
1900,defender,pos,pos,polarity
1900,defence,pos,pos,polarity
1900,guard,pos,pos,polarity
1900,fair,pos,pos,polarity
1900,fairly,pos,pos,polarity
1900,equal,pos,pos,polarity
1900,justice,pos,pos,polarity
1900,justness,pos,pos,polarity
1900,justification,pos,pos,polarity
1900,justifies,neg,pos,polarity
1900,justifiable,neg,pos,polarity
1900,reciprocal,pos,pos,polarity
1900,impartiality,pos,pos,polarity
1900,impartial,pos,pos,polarity
1900,rights,pos,pos,polarity
1900,equity,pos,pos,polarity
1900,equivalent,pos,pos,polarity
1900,balance,pos,pos,polarity
1900,reasonable,pos,pos,polarity
1900,constant,pos,pos,polarity
1900,honest,pos,pos,polarity
1900,together,pos,pos,polarity
1900,nation,pos,pos,polarity
1900,family,pos,pos,polarity
1900,families,pos,pos,polarity
1900,group,pos,pos,polarity
1900,patriot,pos,pos,polarity
1900,community,pos,pos,polarity
1900,companion,pos,pos,polarity
1900,comrades,pos,pos,polarity
1900,collective,pos,pos,polarity
1900,joint,pos,pos,polarity
1900,unison,pos,pos,polarity
1900,unite,pos,pos,polarity
1900,fellow,pos,pos,polarity
1900,devote,pos,pos,polarity
1900,member,pos,pos,polarity
1900,ally,pos,pos,polarity
1900,obedience,pos,pos,polarity
1900,obey,pos,pos,polarity
1900,obedient,pos,pos,polarity
1900,duty,pos,pos,polarity
1900,law,pos,pos,polarity
1900,lawful,pos,pos,polarity
1900,legality,pos,pos,polarity
1900,legal,pos,pos,polarity
1900,duties,pos,pos,polarity
1900,award,pos,pos,polarity
1900,honor,pos,pos,polarity
1900,respect,pos,pos,polarity
1900,respectful,pos,pos,polarity
1900,respected,pos,pos,polarity
1900,respects,pos,pos,polarity
1900,order,pos,pos,polarity
1900,father,pos,pos,polarity
1900,mother,pos,pos,polarity
1900,mothers,pos,pos,polarity
1900,tradition,pos,pos,polarity
1900,hierarchy,pos,pos,polarity
1900,authority,pos,pos,polarity
1900,permit,pos,pos,polarity
1900,permission,pos,pos,polarity
1900,rank,pos,pos,polarity
1900,leader,pos,pos,polarity
1900,lead,neg,pos,polarity
1900,class,pos,pos,polarity
1900,position,pos,pos,polarity
1900,compliance,pos,pos,polarity
1900,command,pos,pos,polarity
1900,supremacy,pos,pos,polarity
1900,control,pos,pos,polarity
1900,submission,pos,pos,polarity
1900,submit,pos,pos,polarity
1900,commit,neg,pos,polarity
1900,allegiance,pos,pos,polarity
1900,serve,pos,pos,polarity
1900,abide,pos,pos,polarity
1900,deference,pos,pos,polarity
1900,defer,pos,pos,polarity
1900,revered,pos,pos,polarity
1900,idol,pos,pos,polarity
1900,fear,neg,pos,polarity
1900,veneration,pos,pos,polarity
1900,comply,pos,pos,polarity
1900,piety,pos,pos,polarity
1900,pious,pos,pos,polarity
1900,purity,pos,pos,polarity
1900,pure,pos,pos,polarity
1900,clean,pos,pos,polarity
1900,sacred,pos,pos,polarity
1900,chaste,pos,pos,polarity
1900,chastity,pos,pos,polarity
1900,holy,pos,pos,polarity
1900,holiness,pos,pos,polarity
1900,sanctify,pos,pos,polarity
1900,saint,pos,pos,polarity
1900,wholesome,pos,pos,polarity
1900,celibacy,pos,pos,polarity
1900,virgin,pos,pos,polarity
1900,virgins,pos,pos,polarity
1900,austerity,pos,pos,polarity
1900,integrity,pos,pos,polarity
1900,modesty,pos,pos,polarity
1900,abstinence,neg,pos,polarity
1900,abstain,neg,pos,polarity
1900,upright,pos,pos,polarity
1900,maiden,pos,pos,polarity
1900,virtuous,pos,pos,polarity
1900,refined,pos,pos,polarity
1900,decent,pos,pos,polarity
1900,decency,pos,pos,polarity
1900,innocent,neg,pos,polarity
1900,church,pos,pos,polarity
1900,harm,neg,neg,polarity
1900,injure,neg,neg,polarity
1900,injurious,neg,neg,polarity
1900,suffer,neg,neg,polarity
1900,war,neg,neg,polarity
1900,wars,neg,neg,polarity
1900,warlike,pos,neg,polarity
1900,fight,neg,neg,polarity
1900,battle,neg,neg,polarity
1900,violence,neg,neg,polarity
1900,violent,neg,neg,polarity
1900,hurt,neg,neg,polarity
1900,kill,neg,neg,polarity
1900,kills,neg,neg,polarity
1900,killed,neg,neg,polarity
1900,killing,neg,neg,polarity
1900,endanger,neg,neg,polarity
1900,cruel,neg,neg,polarity
1900,brutal,neg,neg,polarity
1900,abuse,neg,neg,polarity
1900,damage,neg,neg,polarity
1900,detrimental,pos,neg,polarity
1900,detriment,neg,neg,polarity
1900,crush,neg,neg,polarity
1900,attack,neg,neg,polarity
1900,annihilate,neg,neg,polarity
1900,destroy,neg,neg,polarity
1900,impair,neg,neg,polarity
1900,wound,neg,neg,polarity
1900,unfair,neg,neg,polarity
1900,unequal,neg,neg,polarity
1900,bias,pos,neg,polarity
1900,unjust,neg,neg,polarity
1900,injustice,neg,neg,polarity
1900,bigotry,neg,neg,polarity
1900,discrimination,neg,neg,polarity
1900,discriminate,neg,neg,polarity
1900,disproportion,pos,neg,polarity
1900,prejudice,neg,neg,polarity
1900,preference,pos,neg,polarity
1900,exclusion,pos,neg,polarity
1900,exclusive,pos,neg,polarity
1900,exclude,neg,neg,polarity
1900,foreign,pos,neg,polarity
1900,enemy,neg,neg,polarity
1900,individual,pos,neg,polarity
1900,deceive,neg,neg,polarity
1900,deception,neg,neg,polarity
1900,spy,neg,neg,polarity
1900,defiance,neg,neg,polarity
1900,rebel,neg,neg,polarity
1900,dissent,pos,neg,polarity
1900,overthrow,neg,neg,polarity
1900,subvert,neg,neg,polarity
1900,seditious,neg,neg,polarity
1900,sedition,neg,neg,polarity
1900,agitated,neg,neg,polarity
1900,illegal,neg,neg,polarity
1900,lawless,neg,neg,polarity
1900,defy,neg,neg,polarity
1900,alienate,neg,neg,polarity
1900,oppose,neg,neg,polarity
1900,protest,pos,neg,polarity
1900,refuse,pos,neg,polarity
1900,riot,neg,neg,polarity
1900,obstruct,neg,neg,polarity
1900,disgust,neg,neg,polarity
1900,corruption,neg,neg,polarity
1900,depraved,neg,neg,polarity
1900,disease,neg,neg,polarity
1900,unclean,neg,neg,polarity
1900,dirt,neg,neg,polarity
1900,contagion,neg,neg,polarity
1900,indecent,neg,neg,polarity
1900,sin,neg,neg,polarity
1900,iniquity,neg,neg,polarity
1900,sinful,neg,neg,polarity
1900,sinner,neg,neg,polarity
1900,sins,neg,neg,polarity
1900,sinned,neg,neg,polarity
1900,whore,neg,neg,polarity
1900,impiety,neg,neg,polarity
1900,impious,neg,neg,polarity
1900,profane,neg,neg,polarity
1900,gross,neg,neg,polarity
1900,repulse,neg,neg,polarity
1900,sick,neg,neg,polarity
1900,promiscuous,neg,neg,polarity
1900,adultery,neg,neg,polarity
1900,debauchery,neg,neg,polarity
1900,defile,neg,neg,polarity
1900,prostitute,neg,neg,polarity
1900,intemperate,neg,neg,polarity
1900,wanton,neg,neg,polarity
1900,profligate,neg,neg,polarity
1900,filth,neg,neg,polarity
1900,tainted,neg,neg,polarity
1900,stain,neg,neg,polarity
1900,debased,neg,neg,polarity
1900,wickedness,neg,neg,polarity
1900,wicked,neg,neg,polarity
1900,blemish,neg,neg,polarity
1900,pervert,neg,neg,polarity
1900,wretched,neg,neg,polarity
1890,safe,+care,+care,categorization
1890,peace,+care,+care,categorization
1890,compassionate,+sanctity,+care,categorization
1890,compassion,-sanctity,+care,categorization
1890,sympathy,+loyalty,+care,categorization
1890,care,+authority,+care,categorization
1890,protect,+care,+care,categorization
1890,protector,+care,+care,categorization
1890,protection,+care,+care,categorization
1890,shield,+care,+care,categorization
1890,shelter,+care,+care,categorization
1890,amity,+care,+care,categorization
1890,secure,+care,+care,categorization
1890,benefit,+loyalty,+care,categorization
1890,defend,+care,+care,categorization
1890,defender,+care,+care,categorization
1890,defence,+care,+care,categorization
1890,guard,-loyalty,+care,categorization
1890,fair,+fairness,+fairness,categorization
1890,fairly,+fairness,+fairness,categorization
1890,equal,+fairness,+fairness,categorization
1890,justice,+fairness,+fairness,categorization
1890,justness,+fairness,+fairness,categorization
1890,justification,+fairness,+fairness,categorization
1890,justifies,+fairness,+fairness,categorization
1890,justifiable,-care,+fairness,categorization
1890,reciprocal,+fairness,+fairness,categorization
1890,impartiality,+fairness,+fairness,categorization
1890,impartial,+fairness,+fairness,categorization
1890,rights,+care,+fairness,categorization
1890,equity,+fairness,+fairness,categorization
1890,equivalent,+fairness,+fairness,categorization
1890,balance,+fairness,+fairness,categorization
1890,reasonable,+fairness,+fairness,categorization
1890,constant,+loyalty,+fairness,categorization
